date,ticker,ret_1d,ret_1w,ret_1m,volume_rel_1d,volume_rel_1w,volatility_ratio,y
2004-09-20,GOOG,0.03088540993751243,0.11544672820324009,0.17091867788906234,0.9841571643904048,1.012753710892547,0.46226117576027687,-0.009215742489738
2004-09-21,GOOG,0.015916282568841922,0.11032571965073767,0.10202187494089321,1.0438848840287498,1.1448707219871177,0.5971926812008422,0.07654449641314742
2004-09-22,GOOG,-0.012734597736103748,0.056955671641211625,0.07714798882784701,0.7639874305135916,1.134226694116766,0.7456890225971805,0.10728187092559383
2004-09-23,GOOG,0.00458226189712474,0.05696417160990186,0.12882578498511066,0.8580383440004901,1.1101507387656173,0.8537589123329317,0.07267001096235037
2004-09-24,GOOG,0.02061179574353722,0.060103628167303524,0.13981138892523304,0.9823087382581659,1.0962865494146952,0.8607013161801809,0.10640081231846188
2004-09-27,GOOG,-0.00819402062730501,0.01991657563060456,0.11046252482333219,1.058459471782952,1.073738810129672,0.7476699291567903,0.1420596074338829
2004-09-28,GOOG,-0.013101773451212884,-0.009215742489738,0.1140840356357109,0.8936494946077532,0.979765846008259,0.7474179924779963,0.09072972068116614
2004-09-29,GOOG,0.07272105632471781,0.07654449641314742,0.24360363948218167,1.7191913099892697,1.1374789112047057,1.5949210340979054,0.04577354108077736
2004-09-30,GOOG,0.03326497897512137,0.10728187092559383,0.2804533429589917,2.1141840728227335,1.4525833856202548,1.568533699237215,0.07137334736230283
2004-10-01,GOOG,-0.011290896315875654,0.07267001096235037,0.292767939983984,0.8888404122757516,1.5223073182774882,1.751380613857301,0.03884440395545341
2004-10-04,GOOG,0.022993959023594357,0.10640081231846188,0.3060785808322726,0.906825751149131,1.6403035457213835,1.6399262819330962,0.0014809862711995248
2004-10-05,GOOG,0.018705507661073817,0.1420596074338829,0.3504651776033876,0.7287406400345302,1.691984786414447,1.4732813217515044,-0.007010026746005926
2004-10-06,GOOG,0.02450759182602691,0.09072972068116614,0.3621774469577863,0.8566369612212341,1.5864125613364557,0.8223664457319011,0.0278668661797834
2004-10-07,GOOG,-0.00932269887836934,0.04577354108077736,0.3399802265745737,0.9522739741042014,1.2285657892609645,0.836485163399394,0.022686303987994982
2004-10-08,GOOG,0.012912012372114479,0.07137334736230283,0.357149625627589,0.9994058387081153,1.1828261963427296,0.6529922730626424,0.046322418276737665
2004-10-11,GOOG,-0.008066093646704409,0.03884440395545341,0.3076047049473243,0.8315197971266641,1.1039413336359454,0.7255075729798545,0.10276499406334105
2004-10-12,GOOG,-0.017933587890739622,0.0014809862711995248,0.2582327278544332,0.8179894309356688,1.0501951629424753,0.7822735408156052,0.07671030225531084
2004-10-13,GOOG,0.015821348734373242,-0.007010026746005926,0.23239738733947468,0.9608586602627092,0.9925223194706414,0.683112830916162,-0.0029098541796431787
2004-10-14,GOOG,0.02547296581701941,0.0278668661797834,0.2580357180426789,1.4731459492557317,1.0577725617866547,0.8200906993338122,0.05197198041430373
2004-10-15,GOOG,0.007806824290309544,0.022686303987994982,0.24594174770062827,0.8233116458520289,0.9952494429232491,0.804000983176632,0.196516731926776
2004-10-18,GOOG,0.014859277589831299,0.046322418276737665,0.2265723520785079,1.0066091129873809,1.0137977391335735,0.7662571608281374,0.25636878092538784
2004-10-19,GOOG,0.03504277668362077,0.10276499406334105,0.2496648344768202,1.0155809534592848,1.055027548541007,0.4790960527062655,0.2288766305743457
2004-10-20,GOOG,-0.008179152111930987,0.07671030225531084,0.25543104505084213,1.1985454543749143,1.107421739425355,0.7586023556265569,0.32372426670982324
2004-10-21,GOOG,-0.050358311906565256,-0.0029098541796431787,0.186771558812449,1.4471956265611543,1.0902628251138058,1.2388322826770513,0.29401526735447425
2004-10-22,GOOG,0.06327852628756991,0.05197198041430373,0.2363846071118596,1.4992683229958295,1.2598971221861004,1.5140102068528358,0.10560791389458513
2004-10-25,GOOG,0.15430460962384296,0.196516731926776,0.43895528050743104,2.336607413107191,1.690436499387623,1.827599088021,0.04605134176431447
2004-10-26,GOOG,0.08681759046827109,0.25636878092538784,0.5846435515662274,1.5649350465668668,1.9383152323334578,1.8142973139030425,0.07189226170058016
2004-10-27,GOOG,-0.02988240380476026,0.2288766305743457,0.43307580662085043,0.945814048026589,2.052112250053603,1.911221654383567,0.03064992977335601
2004-10-28,GOOG,0.022937303821166433,0.32372426670982324,0.4187519480725308,0.5569422533180994,2.104182377564156,1.561298489435761,-0.044490396848655744
2004-10-29,GOOG,0.03941483968269277,0.29401526735447425,0.491512339838281,0.6177595252353396,2.0375370804810435,1.584937256488809,-0.1116764001953432
